_masterEventId,_spriteName,_message,_category,_masterReleaseLabelId
106,SubTutorial_miraclecollection_06,曜 can obtain various rewards 透過完成 event goals!<br>Once you have achieved certain 數量 的 event points，new event stories will be unlocked!,,223053104
107,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223061101
107,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223061101
108,SubTutorial_multievent_01,In Teamup 演唱會，你可以collaborate 與 up 至 three other players!<br>Aim 為 higher Total 分數 至 obtain more Event pts!,,223061504
108,SubTutorial_multievent_02,Receive various rewards 透過 collecting Event pts 期間 Teamup 演唱會!<br>曜 can 獲得 even more amazing rewards<br>透過 achieving high rank 期間 event!,,223061504
108,SubTutorial_multievent_03,Create teams 與 specially-selected 成員 為 higher 分數 於 演唱會s!<br>Idolize these 成員 為 even bigger bonus effect!,,223061504
108,SubTutorial_multievent_04,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223061504
108,SubTutorial_multievent_05,"In certain conditions 期間 Teamup 演唱會,<br>你可以help other players as 返回up 成員!<br>曜 will 獲得 rewards based on 你的number 的 appearances.",,223061504
109,SubTutorial_miraclecollection_01,Receive various rewards 透過 collecting event pts 期間 Miracle Collection!<br>曜 can 獲得 even more fabulous rewards<br>透過 achieving high rank 期間 event!,,223063004
109,SubTutorial_miraclecollection_02,曜 will 獲得 Miracle Stars as you play through standard 歌曲!<br>曜 can then use these Miracle Stars 至 take on event 歌曲!<br>Event 歌曲 reward lot more event points than standard 歌曲!,,223063004
109,SubTutorial_miraclecollection_03,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223063004
109,SubTutorial_miraclecollection_04,Create teams consisting 的 specially-selected 成員 與 event point bonuses<br>至 gain more event points 當 clearing 演唱會s!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223063004
109,SubTutorial_miraclecollection_05,Specially-selected 成員 與 Miracle Star bonus<br>increase 數量 的 Miracle Stars obtained 來自 event 登入 bonus!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223063004
109,SubTutorial_miraclecollection_06,曜 can obtain various rewards 透過完成 event goals!<br>Once you have achieved certain 數量 的 event points，new event stories will be unlocked!,,223063004
110,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223071101
110,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223071101
111,SubTutorial_multievent_01,In Teamup 演唱會，你可以collaborate 與 up 至 three other players!<br>Aim 為 higher Total 分數 至 obtain more Event pts!,,223071505
111,SubTutorial_multievent_02,Receive various rewards 透過 collecting Event pts 期間 Teamup 演唱會!<br>曜 can 獲得 even more amazing rewards<br>透過 achieving high rank 期間 event!,,223071505
111,SubTutorial_multievent_03,Create teams 與 specially-selected 成員 為 higher 分數 於 演唱會s!<br>Idolize these 成員 為 even bigger bonus effect!,,223071505
111,SubTutorial_multievent_04,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223071505
111,SubTutorial_multievent_05,"In certain conditions 期間 Teamup 演唱會,<br>你可以help other players as 返回up 成員!<br>曜 will 獲得 rewards based on 你的number 的 appearances.",,223071505
112,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223072601
112,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223072601
113,SubTutorial_miraclecollection_01,Receive various rewards 透過 collecting event pts 期間 Miracle Collection!<br>曜 can 獲得 even more fabulous rewards<br>透過 achieving high rank 期間 event!,,223073104
113,SubTutorial_miraclecollection_02,曜 will 獲得 Miracle Stars as you play through standard 歌曲!<br>曜 can then use these Miracle Stars 至 take on event 歌曲!<br>Event 歌曲 reward lot more event points than standard 歌曲!,,223073104
113,SubTutorial_miraclecollection_03,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223073104
113,SubTutorial_miraclecollection_04,Create teams consisting 的 specially-selected 成員 與 event point bonuses<br>至 gain more event points 當 clearing 演唱會s!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223073104
113,SubTutorial_miraclecollection_05,Specially-selected 成員 與 Miracle Star bonus<br>increase 數量 的 Miracle Stars obtained 來自 event 登入 bonus!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223073104
113,SubTutorial_miraclecollection_06,曜 can obtain various rewards 透過完成 event goals!<br>Once you have achieved certain 數量 的 event points，new event stories will be unlocked!,,223073104
115,SubTutorial_multievent_01,In Teamup 演唱會，你可以collaborate 與 up 至 three other players!<br>Aim 為 higher Total 分數 至 obtain more Event pts!,,223081504
115,SubTutorial_multievent_02,Receive various rewards 透過 collecting Event pts 期間 Teamup 演唱會!<br>曜 can 獲得 even more amazing rewards<br>透過 achieving high rank 期間 event!,,223081504
115,SubTutorial_multievent_03,Create teams 與 specially-selected 成員 為 higher 分數 於 演唱會s!<br>Idolize these 成員 為 even bigger bonus effect!,,223081504
115,SubTutorial_multievent_06,Specially-selected 成員 與 Login 道具 Bonus<br>increase 數量 的 LP Candy (S) obtained 來自 event 登入 bonus!<br>Idolize these 成員 為 even bigger bonus effect!,,223081504
115,SubTutorial_multievent_04,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223081504
115,SubTutorial_multievent_05,"In certain conditions 期間 Teamup 演唱會,<br>你可以help other players as 返回up 成員!<br>曜 will 獲得 rewards based on 你的number 的 appearances.",,223081504
114,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223081101
114,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223081101
116,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223082601
116,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223082601
117,SubTutorial_miraclecollection_01,Receive various rewards 透過 collecting event pts 期間 Miracle Collection!<br>曜 can 獲得 even more fabulous rewards<br>透過 achieving high rank 期間 event!,,223083104
117,SubTutorial_miraclecollection_02,曜 will 獲得 Miracle Stars as you play through standard 歌曲!<br>曜 can then use these Miracle Stars 至 take on event 歌曲!<br>Event 歌曲 reward lot more event points than standard 歌曲!,,223083104
117,SubTutorial_miraclecollection_03,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223083104
117,SubTutorial_miraclecollection_04,Create teams consisting 的 specially-selected 成員 與 event point bonuses<br>至 gain more event points 當 clearing 演唱會s!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223083104
117,SubTutorial_miraclecollection_05,Specially-selected 成員 與 Miracle Star bonus<br>increase 數量 的 Miracle Stars obtained 來自 event 登入 bonus!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223083104
117,SubTutorial_miraclecollection_06,曜 can obtain various rewards 透過完成 event goals!<br>Once you have achieved certain 數量 的 event points，new event stories will be unlocked!,,223083104
118,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223091101
118,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223091101
119,SubTutorial_multievent_01,In Teamup 演唱會，你可以collaborate 與 up 至 three other players!<br>Aim 為 higher Total 分數 至 obtain more Event pts!,,223091504
119,SubTutorial_multievent_02,Receive various rewards 透過 collecting Event pts 期間 Teamup 演唱會!<br>曜 can 獲得 even more amazing rewards<br>透過 achieving high rank 期間 event!,,223091504
119,SubTutorial_multievent_03,Create teams 與 specially-selected 成員 為 higher 分數 於 演唱會s!<br>Idolize these 成員 為 even bigger bonus effect!,,223091504
119,SubTutorial_multievent_06,Specially-selected 成員 與 Login 道具 Bonus<br>increase 數量 的 LP Candy (S) obtained 來自 event 登入 bonus!<br>Idolize these 成員 為 even bigger bonus effect!,,223091504
119,SubTutorial_multievent_04,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223091504
119,SubTutorial_multievent_05,"In certain conditions 期間 Teamup 演唱會,<br>你可以help other players as 返回up 成員!<br>曜 will 獲得 rewards based on 你的number 的 appearances.",,223091504
120,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223092601
120,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223092601
121,SubTutorial_miraclecollection_01,Receive various rewards 透過 collecting event pts 期間 Miracle Collection!<br>曜 can 獲得 even more fabulous rewards<br>透過 achieving high rank 期間 event!,,223093004
121,SubTutorial_miraclecollection_02,曜 will 獲得 Miracle Stars as you play through standard 歌曲!<br>曜 can then use these Miracle Stars 至 take on event 歌曲!<br>Event 歌曲 reward lot more event points than standard 歌曲!,,223093004
121,SubTutorial_miraclecollection_03,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223093004
121,SubTutorial_miraclecollection_04,Create teams consisting 的 specially-selected 成員 與 event point bonuses<br>至 gain more event points 當 clearing 演唱會s!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223093004
121,SubTutorial_miraclecollection_05,Specially-selected 成員 與 Miracle Star bonus<br>increase 數量 的 Miracle Stars obtained 來自 event 登入 bonus!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223093004
121,SubTutorial_miraclecollection_06,曜 can obtain various rewards 透過完成 event goals!<br>Once you have achieved certain 數量 的 event points，new event stories will be unlocked!,,223093004
122,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223101101
122,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223101101
123,SubTutorial_miraclecollection_01,Receive various rewards 透過 collecting event pts 期間 Miracle Collection!<br>曜 can 獲得 even more fabulous rewards<br>透過 achieving high rank 期間 event!,,223101508
123,SubTutorial_miraclecollection_02,曜 will 獲得 Miracle Stars as you play through standard 歌曲!<br>曜 can then use these Miracle Stars 至 take on event 歌曲!<br>Event 歌曲 reward lot more event points than standard 歌曲!,,223101508
123,SubTutorial_miraclecollection_03,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223101508
123,SubTutorial_miraclecollection_04,Create teams consisting 的 specially-selected 成員 與 event point bonuses<br>至 gain more event points 當 clearing 演唱會s!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223101508
123,SubTutorial_miraclecollection_05,Specially-selected 成員 與 Miracle Star bonus<br>increase 數量 的 Miracle Stars obtained 來自 event 登入 bonus!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223101508
123,SubTutorial_miraclecollection_07,曜 can get some amazing items 透過 completing event challenges!,,223101508
124,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223102601
124,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223102601
125,SubTutorial_miraclecollection_01,Receive various rewards 透過 collecting event pts 期間 Miracle Collection!<br>曜 can 獲得 even more fabulous rewards<br>透過 achieving high rank 期間 event!,,223103104
125,SubTutorial_miraclecollection_02,曜 will 獲得 Miracle Stars as you play through standard 歌曲!<br>曜 can then use these Miracle Stars 至 take on event 歌曲!<br>Event 歌曲 reward lot more event points than standard 歌曲!,,223103104
125,SubTutorial_miraclecollection_03,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223103104
125,SubTutorial_miraclecollection_04,Create teams consisting 的 specially-selected 成員 與 event point bonuses<br>至 gain more event points 當 clearing 演唱會s!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223103104
125,SubTutorial_miraclecollection_05,Specially-selected 成員 與 Miracle Star bonus<br>increase 數量 的 Miracle Stars obtained 來自 event 登入 bonus!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223103104
125,SubTutorial_miraclecollection_06,曜 can obtain various rewards 透過完成 event goals!<br>Once you have achieved certain 數量 的 event points，new event stories will be unlocked!,,223103104
126,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223111101
126,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223111101
127,SubTutorial_starevent_01,Check out Star Challenges as way 至 test out 你的overall abilities 與 SIF2<br>like 你的pure skill 與 成員 enhancement!<br>Show off what 你可以do 與 aim 為 頂端!,,223111504
127,SubTutorial_starevent_02,Get target 分數 on all randomly selected 歌曲 至 increase 你的Star 等級!<br>曜 can get extravagant rewards 當 你的Star 等級 increases!,,223111504
127,SubTutorial_starevent_03,使用 Star Assist feature special on Star Challenges<br>至 get unlimited HP，提升 skill activation，與 more!<br>Get that ultra high 分數 that you can't normally hit!,,223111504
127,SubTutorial_starevent_11,使用 another Star Assist 至 boost 你的分數 corresponding 至 你的成員' 等級 與 skill 等級.<br>Enhance 你的成員 與 boost 你的分數!<br>*Targets all 成員，even those that are not 於 你的Unit Formation.,,223111504
127,SubTutorial_starevent_04,In Star Challenges，獲得 various rewards 透過 increasing<br>你的Star 等級 與 saving up Event Pts.<br>Get even more awesome rewards 透過 placing high 於 排行榜s!,,223111504
127,SubTutorial_starevent_05,Increase 你的Star 等級 透過 hitting target 分數 on all 歌曲 randomly selected 為 you!<br>曜 can get extravagant rewards 當 你的Star 等級 increases!,,223111504
127,SubTutorial_starevent_06,Star Challenge 排行榜s are placed according 至 Star 等級!<br>When two players are at same Star 等級， one 與 more Event pts take lead!<br>Increase 你的Star 等級 與 aim 為 頂端!,,223111504
127,SubTutorial_starevent_07,使用 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223111504
127,SubTutorial_starevent_08,使用 specially-selected 成員 至 boost 你的分數 為 event 歌曲!<br>曜 can get bonus effect 於 Star Challenges even if 成員 are not 於 你的unit.<br>Idolize these 成員 為 even bigger bonus effect!,,223111504
127,SubTutorial_starevent_09,Specially-selected 成員 與 Login 道具 Bonus<br>increase 數量 的 Star Assist 票券 obtained 來自 th event 登入 bonus!<br>Idolize these 成員 為 even bigger bonus effect!,,223111504
127,SubTutorial_starevent_10,During event，use Continued Bonus that adds on 至 up 至 five 演唱會s per day<br>與 Play Bonus that boosts 你的分數 bonus every 演唱會<br>至 push limits 的 你的target 分數!,,223111504
128,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223112601
128,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223112601
129,SubTutorial_miraclecollection_01,Receive various rewards 透過 collecting event pts 期間 Miracle Collection!<br>曜 can 獲得 even more fabulous rewards<br>透過 achieving high rank 期間 event!,,223113004
129,SubTutorial_miraclecollection_02,曜 will 獲得 Miracle Stars as you play through standard 歌曲!<br>曜 can then use these Miracle Stars 至 take on event 歌曲!<br>Event 歌曲 reward lot more event points than standard 歌曲!,,223113004
129,SubTutorial_miraclecollection_03,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223113004
129,SubTutorial_miraclecollection_04,Create teams consisting 的 specially-selected 成員 與 event point bonuses<br>至 gain more event points 當 clearing 演唱會s!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223113004
129,SubTutorial_miraclecollection_05,Specially-selected 成員 與 Miracle Star bonus<br>increase 數量 的 Miracle Stars obtained 來自 event 登入 bonus!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223113004
129,SubTutorial_miraclecollection_06,曜 can obtain various rewards 透過完成 event goals!<br>Once you have achieved certain 數量 的 event points，new event stories will be unlocked!,,223113004
130,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223121102
130,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223121102
131,SubTutorial_multievent_01,In Teamup 演唱會，你可以collaborate 與 up 至 three other players!<br>Aim 為 higher Total 分數 至 obtain more Event pts!,,223121507
131,SubTutorial_multievent_02,Receive various rewards 透過 collecting Event pts 期間 Teamup 演唱會!<br>曜 can 獲得 even more amazing rewards<br>透過 achieving high rank 期間 event!,,223121507
131,SubTutorial_multievent_03,Create teams 與 specially-selected 成員 為 higher 分數 於 演唱會s!<br>Idolize these 成員 為 even bigger bonus effect!,,223121507
131,SubTutorial_multievent_06,Specially-selected 成員 與 Login 道具 Bonus<br>increase 數量 的 LP Candy (S) obtained 來自 event 登入 bonus!<br>Idolize these 成員 為 even bigger bonus effect!,,223121507
131,SubTutorial_multievent_04,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223121507
131,SubTutorial_multievent_05,"In certain conditions 期間 Teamup 演唱會,<br>你可以help other players as 返回up 成員!<br>曜 will 獲得 rewards based on 你的number 的 appearances.",,223121507
132,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,223122603
132,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,223122603
133,SubTutorial_miraclecollection_01,Receive various rewards 透過 collecting event pts 期間 Miracle Collection!<br>曜 can 獲得 even more fabulous rewards<br>透過 achieving high rank 期間 event!,,223123104
133,SubTutorial_miraclecollection_02,曜 will 獲得 Miracle Stars as you play through standard 歌曲!<br>曜 can then use these Miracle Stars 至 take on event 歌曲!<br>Event 歌曲 reward lot more event points than standard 歌曲!,,223123104
133,SubTutorial_miraclecollection_03,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,223123104
133,SubTutorial_miraclecollection_04,Create teams consisting 的 specially-selected 成員 與 event point bonuses<br>至 gain more event points 當 clearing 演唱會s!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223123104
133,SubTutorial_miraclecollection_05,Specially-selected 成員 與 Miracle Star bonus<br>increase 數量 的 Miracle Stars obtained 來自 event 登入 bonus!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,223123104
133,SubTutorial_miraclecollection_06,曜 can obtain various rewards 透過完成 event goals!<br>Once you have achieved certain 數量 的 event points，new event stories will be unlocked!,,223123104
134,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,224011106
134,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,224011106
135,SubTutorial_starevent_01,Check out Star Challenges as way 至 test out 你的overall abilities 與 SIF2<br>like 你的pure skill 與 成員 enhancement!<br>Show off what 你可以do 與 aim 為 頂端!,,224011504
135,SubTutorial_starevent_02,Get target 分數 on all randomly selected 歌曲 至 increase 你的Star 等級!<br>曜 can get extravagant rewards 當 你的Star 等級 increases!,,224011504
135,SubTutorial_starevent_03,使用 Star Assist feature special on Star Challenges<br>至 get unlimited HP，提升 skill activation，與 more!<br>Get that ultra high 分數 that you can't normally hit!,,224011504
135,SubTutorial_starevent_11,使用 another Star Assist 至 boost 你的分數 corresponding 至 你的成員' 等級 與 skill 等級.<br>Enhance 你的成員 與 boost 你的分數!<br>*Targets all 成員，even those that are not 於 你的Unit Formation.,,224011504
135,SubTutorial_starevent_04,In Star Challenges，獲得 various rewards 透過 increasing<br>你的Star 等級 與 saving up Event Pts.<br>Get even more awesome rewards 透過 placing high 於 排行榜s!,,224011504
135,SubTutorial_starevent_05,Increase 你的Star 等級 透過 hitting target 分數 on all 歌曲 randomly selected 為 you!<br>曜 can get extravagant rewards 當 你的Star 等級 increases!,,224011504
135,SubTutorial_starevent_06,Star Challenge 排行榜s are placed according 至 Star 等級!<br>When two players are at same Star 等級， one 與 more Event pts take lead!<br>Increase 你的Star 等級 與 aim 為 頂端!,,224011504
135,SubTutorial_starevent_07,使用 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,224011504
135,SubTutorial_starevent_08,使用 specially-selected 成員 至 boost 你的分數 為 event 歌曲!<br>曜 can get bonus effect 於 Star Challenges even if 成員 are not 於 你的unit.<br>Idolize these 成員 為 even bigger bonus effect!,,224011504
135,SubTutorial_starevent_09,Specially-selected 成員 與 Login 道具 Bonus<br>increase 數量 的 Star Assist 票券 obtained 來自 th event 登入 bonus!<br>Idolize these 成員 為 even bigger bonus effect!,,224011504
135,SubTutorial_starevent_10,During event，use Continued Bonus that adds on 至 up 至 five 演唱會s per day<br>與 Play Bonus that boosts 你的分數 bonus every 演唱會<br>至 push limits 的 你的target 分數!,,224011504
136,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,224012702
136,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,224012702
137,SubTutorial_miraclecollection_08,"In Miracle Collection，你可以get various rewards 透過 collecting event points!</br>
Also，if you rank 於 排行榜 於 event，you will get even more gorgeous rewards!</br>*This time，there will be no 排行榜 的 highly recommended.",,224013104
137,SubTutorial_miraclecollection_02,曜 will 獲得 Miracle Stars as you play through standard 歌曲!<br>曜 can then use these Miracle Stars 至 take on event 歌曲!<br>Event 歌曲 reward lot more event points than standard 歌曲!,,224013104
137,SubTutorial_miraclecollection_03,Create teams 與 specially-selected 成員 的 each event<br>至 more effectively progress through events!,,224013104
137,SubTutorial_miraclecollection_04,Create teams consisting 的 specially-selected 成員 與 event point bonuses<br>至 gain more event points 當 clearing 演唱會s!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,224013104
137,SubTutorial_miraclecollection_05,Specially-selected 成員 與 Miracle Star bonus<br>increase 數量 的 Miracle Stars obtained 來自 event 登入 bonus!<br>Idolizing these 成員 will cause their bonuses 至 be further 提升!,,224013104
137,SubTutorial_miraclecollection_06,曜 can obtain various rewards 透過完成 event goals!<br>Once you have achieved certain 數量 的 event points，new event stories will be unlocked!,,224013104
138,SubTutorial_freetour_01,曜 can obtain Total Event pt 獎勵 透過 collecting Event pts.<br>Complete 演唱會s 至 obtain Event pts.,,224021006
138,SubTutorial_freetour_02,曜 can obtain amazing items 透過 completing event challenges.,,224021006
139,SubTutorial_starevent_01,Check out Star Challenges as way 至 test out 你的overall abilities 與 SIF2<br>like 你的pure skill 與 成員 enhancement!<br>Show off what 你可以do 與 aim 為 頂端!,,224021404
139,SubTutorial_starevent_02,Get target 分數 on all randomly selected 歌曲 至 increase 你的Star 等級!<br>曜 can get extravagant rewards 當 你的Star 等級 increases!,,224021404
139,SubTutorial_starevent_03,使用 Star Assist feature special on Star Challenges<br>至 get unlimited HP，提升 skill activation，與 more!<br>Get that ultra high 分數 that you can't normally hit!,,224021404
139,SubTutorial_starevent_11,使用 another Star Assist 至 boost 你的分數 corresponding 至 你的成員' 等級 與 skill 等級.<br>Enhance 你的成員 與 boost 你的分數!<br>*Targets all 成員，even those that are not 於 你的Unit Formation.,,224021404
