_unitId,_unitTypeId,_albumSeriesId,_eponym,_eponymEn,_name,_nameEn,_normalCardId,_rankMaxCardId,_rarity,_attributeId,_masterReleaseLabelId
76,45,384,,,Yuuka Kirihara,Yuuka Kirihara,374,375,1,2,1
77,43,384,,,Tsurugi Kadota,Tsurugi Kadota,379,380,1,3,1
78,1,3,Hearts Aflame,Heart of Fire,高坂穗乃果,高坂穗乃果,384,385,3,1,1
79,3,150,Feeling Like a Sheep,Sheep's Feelings,南小鳥,南小鳥,389,390,3,2,1
80,7,3,Cards of Destiny,Destiny Card,東條希,東條希,394,395,3,2,1
81,6,2,A Promise in a Melody,Melody of Promise,西木野真姬,西木野真姬,399,400,4,3,1
82,46,384,,,Fuu Saiki,Fuu Saiki,404,405,1,1,1
83,2,150,Glittering Foxfire,Sun Shower,絢瀨繪里,絢瀨繪里,409,410,3,3,1
84,4,150,Lucky White Rabbit,Good Fortune Rabbit,園田海未,園田海未,414,415,3,3,1
85,8,3,Your Order is Ready!,Here You Go!,小泉花陽,小泉花陽,419,420,3,2,1
86,8,131,,,小泉花陽,小泉花陽,424,424,4,2,1
87,3,131,,,南小鳥,南小鳥,428,428,4,2,1
88,6,3,Secret Exam Room,Secret Exam Room,西木野真姬,西木野真姬,432,433,3,3,1
89,44,348,,,Alpaca (White),Alpaca [White],437,437,2,1,1
90,47,391,,,Mikoto Fukuhara,Mikoto Fukuhara,438,439,1,1,1
91,48,391,,,Chizuko Sakamaki,Chiduko Sakamaki,443,444,1,2,1
92,49,391,,,Hitomi Shiga,Hitomi Shiga,448,449,1,3,1
93,4,3,Love's Bind,Love Bind,園田海未,園田海未,453,454,3,3,1
94,5,3,Check Out Rin!,Please Look at Rin,星空凜,星空凜,458,459,3,1,1
95,9,150,Nico's the Most Popular,Nico Is Popular,矢澤妮可,矢澤妮可,463,464,3,1,1
96,3,2,Choir of Angels,An Angel's Voice,南小鳥,南小鳥,468,469,4,2,1
97,5,131,,,星空凜,星空凜,473,473,4,1,1
98,6,131,,,西木野真姬,西木野真姬,477,477,4,3,1
99,50,391,,,Akira Kizaki,Akira Kizaki,481,482,1,1,1
100,3,3,Wonderful Treats,Wonderful Candy,南小鳥,南小鳥,486,487,3,2,1
101,7,4,Faking Sleep,Feigning Sleep,東條希,東條希,491,492,3,2,1
102,51,384,,,Misaki Shido,Misaki Shido,496,497,1,3,1
103,5,4,Fickle Kitten,Whimsical Girl,星空凜,星空凜,501,502,3,1,1
104,52,391,,,Yuka Tsukishima,Yuka Tsukishima,506,507,1,1,1
105,53,391,,,Sayuri Hyodo,Sayuri Hyodo,511,512,1,3,1
106,6,4,You're My Next Target,I'll Catch You Next,西木野真姬,西木野真姬,516,517,3,3,1
107,9,3,Let Me Teach You!,I'll Teach You,矢澤妮可,矢澤妮可,521,522,3,1,1
108,7,2,Fated Partner,Partner of Destiny,東條希,東條希,526,527,4,2,1
109,54,398,,,Ranpha,Ranpha,531,532,1,2,1
110,59,391,,,Sakuya Kurobane,Sakuya Kurobane,536,537,1,2,1
111,1,150,I'll Eat You Up!,I'm Gonna Eat It!,高坂穗乃果,高坂穗乃果,541,542,3,1,1
112,2,3,Eli's Confessional,Eli's Confessional,絢瀨繪里,絢瀨繪里,546,547,3,3,1
113,5,2,Legendary Ramen!,Legendary Ramen!,星空凜,星空凜,551,552,4,1,1
114,1,132,,,高坂穗乃果,高坂穗乃果,556,556,3,1,1
115,9,131,,,矢澤妮可,矢澤妮可,560,560,4,1,1
116,1,133,,,高坂穗乃果,高坂穗乃果,564,564,3,1,1
117,2,133,,,絢瀨繪里,絢瀨繪里,568,568,3,3,1
118,3,133,,,南小鳥,南小鳥,572,572,3,2,1
119,4,133,,,園田海未,園田海未,576,576,3,3,1
120,5,133,,,星空凜,星空凜,580,580,3,1,1
121,6,133,,,西木野真姬,西木野真姬,584,584,3,3,1
122,7,133,,,東條希,東條希,588,588,3,2,1
123,8,133,,,小泉花陽,小泉花陽,592,592,3,2,1
124,9,133,,,矢澤妮可,矢澤妮可,596,596,3,1,1
125,3,171,,,南小鳥,南小鳥,600,600,4,2,1
126,55,398,,,Rakshata,Rakshata,604,605,1,2,1
127,56,398,,,Rebecca,Rebecca,609,610,1,3,1
128,1,5,Seaside Sunshine,Sun on the Seashore,高坂穗乃果,高坂穗乃果,614,615,3,3,1
129,2,5,Alluring Mermaids,Bewitching Mermaid,絢瀨繪里,絢瀨繪里,619,620,3,1,1
130,4,5,Today Is Umi's Day!,Today is Umi's Day,園田海未,園田海未,624,625,3,2,1
131,5,5,Sunset Summer Girl,Summer Sunset Girl,星空凜,星空凜,629,630,3,3,1
132,9,5,Midsummer Gaze,Summer Glances,矢澤妮可,矢澤妮可,634,635,4,2,1
133,57,384,,,Himeno Ayanokoji,Himeno Ayanokoji,639,640,1,1,1
134,58,391,,,Sakura Kurobane,Sakura Kurobane,644,645,1,3,1
135,3,6,Sweet Marine Girl,Lovely Marine Girl,南小鳥,南小鳥,649,650,3,1,1
136,6,6,Seaside Songstress,Singing by the Shore,西木野真姬,西木野真姬,654,655,3,2,1
137,8,6,Water’s Edge Princess,Queen of the Shore,小泉花陽,小泉花陽,659,660,3,3,1
138,7,6,Midsummer Fruit ☆,Fruit of Summer,東條希,東條希,664,665,4,1,1
139,8,150,Strange Sympathy,Strange Sympathy,小泉花陽,小泉花陽,669,670,3,2,1
140,2,131,,,絢瀨繪里,絢瀨繪里,674,674,4,3,1
141,7,131,,,東條希,東條希,678,678,4,2,1
142,1,172,,,高坂穗乃果,高坂穗乃果,682,682,4,1,1
143,60,384,,,Koyuki Shirase,Koyuki Shirase,686,687,1,2,1
144,64,391,,,Mutsuki Takamagahara,Mutsuki Takamagahara,691,692,1,2,1
145,1,7,Summer Festival with Everyone,Everyone's Festival,高坂穗乃果,高坂穗乃果,696,697,3,2,1
146,5,7,Do the Bon Dance!,Bon Dance!,星空凜,星空凜,701,702,3,2,1
147,6,7,A Goldfish Savant?,Goldfish Scooper,西木野真姬,西木野真姬,706,707,3,1,1
148,7,7,Festival Girl,Festival Girl,東條希,東條希,711,712,3,3,1
149,4,7,Late Summer Yukata Beauty,Cotton Kimono Girl,園田海未,園田海未,716,717,4,1,1
150,61,384,,,Ryo Aikawa,Ryo Aikawa,724,725,1,3,1
151,7,150,Tickle-Tickle,Hug Attack,東條希,東條希,729,730,3,3,1
152,62,398,,,Isabella,Isabella,734,735,1,3,1
153,2,8,Candied Apple with You,Apple Candy and You,絢瀨繪里,絢瀨繪里,739,740,3,2,1
154,8,8,Night Stall Crawl ♪,Night Stall-Hopping,小泉花陽,小泉花陽,744,745,3,1,1
155,9,8,Summer Break Memories,Great Summer Break,矢澤妮可,矢澤妮可,749,750,3,3,1
156,3,8,Evening Breeze Girl,Cool Evening Breeze,南小鳥,南小鳥,754,755,4,3,1
157,63,398,,,艾瑪・維爾德,艾瑪・維爾德,759,760,1,1,1
158,5,150,Moon Watching Time!,View the Full Moon!,星空凜,星空凜,764,765,3,2,1
159,4,132,,,園田海未,園田海未,769,769,3,3,1
160,1,131,,,高坂穗乃果,高坂穗乃果,773,773,4,1,1
161,2,9,Great Job!,A Job Well Done,絢瀨繪里,絢瀨繪里,777,778,3,1,1
162,4,9,Capable Manager,Apt Manager,園田海未,園田海未,782,783,3,2,1
163,8,9,Wholehearted Cheering,Full Hearted Support,小泉花陽,小泉花陽,787,788,3,3,1
164,7,9,Charm for Victory,Victory Prayer,東條希,東條希,792,793,3,1,1
165,1,9,Yelling for You,Cheering You On,高坂穗乃果,高坂穗乃果,797,798,4,2,1
166,65,398,,,Jennifer,Jennifer,802,803,1,1,1
167,6,150,Allow Me to Serve You,A Service for You,西木野真姬,西木野真姬,807,808,3,1,1
168,66,398,,,Maria,Maria,812,813,1,3,1
169,3,10,Angel's Whistle,Angel's Whistle,南小鳥,南小鳥,817,818,3,1,1
170,6,10,Gold Medal Smile,A Winning Smile,西木野真姬,西木野真姬,822,823,3,2,1
171,9,10,Nico-Nico-Support,Smile Support,矢澤妮可,矢澤妮可,827,828,3,3,1
172,5,10,Succeeding Together,Go for the Goal!,星空凜,星空凜,832,833,4,3,1
173,67,398,,,Leo,Leo,837,838,1,1,1
174,2,151,Fall Time Reading,Autumn With Books,絢瀨繪里,絢瀨繪里,842,843,3,1,1
175,68,398,,,Yukari Saotome,Yukari Saotome,847,848,1,2,1
176,1,11,Sublime Stolen Snack,Blissful Snacks,高坂穗乃果,高坂穗乃果,852,853,3,3,1
177,2,11,Borscht Deluxe,Special Stew,絢瀨繪里,絢瀨繪里,857,858,3,2,1
178,3,11,Say Aah ♪,Open Wide!,南小鳥,南小鳥,862,863,3,1,1
179,9,11,Family-Oriented Idol,Homely Idol,矢澤妮可,矢澤妮可,867,868,3,2,1
180,8,11,Comfort Menu,Happy Servings,小泉花陽,小泉花陽,872,873,4,3,1
181,3,132,,,南小鳥,南小鳥,877,877,3,2,1
182,28,371,,,近江彼方,近江彼方,881,882,1,2,1
183,3,151,Infirmary Angel,Angel? Nurse?,南小鳥,南小鳥,886,887,3,3,1
184,17,364,,,Minami Nagayama,Minami Nagayama,891,892,1,3,1
185,4,12,Grateful for the Meal,Thankful Feast,園田海未,園田海未,896,897,3,1,1
186,5,12,Homemade Ramen,Home-made Ramen,星空凜,星空凜,901,902,3,2,1
187,7,12,Full Course Fortune,Full Course of Luck,東條希,東條希,906,907,3,3,1
188,6,12,Secret Home Cooking,Secret Recipes,西木野真姬,西木野真姬,911,912,4,1,1
189,11,364,,,櫻坂雫,櫻坂雫,916,917,1,3,1
190,1,151,Homura's Poster Girl,Homura's Star,高坂穗乃果,高坂穗乃果,921,922,3,2,1
191,32,371,,,Kasane Hasekura,Kasane Hasekura,926,927,1,2,1
192,4,13,Silent Night,Pure Night,園田海未,園田海未,931,932,3,1,1
193,5,13,Christmas Bells,Christmas Bells,星空凜,星空凜,936,937,3,3,1
194,6,13,Christmas Carols,Christmas Carol,西木野真姬,西木野真姬,941,942,3,1,1
195,9,13,A Good Girl for Xmas,Good Girl Christmas,矢澤妮可,矢澤妮可,946,947,3,2,1
196,2,13,A Present for You,Present for You,絢瀨繪里,絢瀨繪里,951,952,4,2,1
197,34,364,,,Akiru Shinomiya,Akiru Shinomiya,956,957,1,1,1
198,8,151,Fairy of the Rink,Elven Ties,小泉花陽,小泉花陽,961,962,3,3,1
199,48,392,,,Chizuko Sakamaki,Chiduko Sakamaki,966,967,1,1,1
200,1,14,Candle in the Night,Candle Night,高坂穗乃果,高坂穗乃果,971,972,3,2,1
201,3,14,White Christmas,White Christmas,南小鳥,南小鳥,976,977,3,3,1
202,8,14,Christmas Feast,My Christmas Treat,小泉花陽,小泉花陽,981,982,3,1,1
203,7,14,Your Personal Santa,Your Special Santa,東條希,東條希,986,987,4,3,1
204,3,173,Kotori’s Snowman,"Snowman, Kotori Style",南小鳥,南小鳥,991,991,4,2,1
205,54,399,,,Ranpha,Ranpha,995,996,1,3,1
206,4,151,On a Snowy Night,Snowy Night,園田海未,園田海未,1000,1001,3,2,1
207,9,173,Is the Present Me?,Can I be your Present?,矢澤妮可,矢澤妮可,1005,1005,3,1,1
208,21,364,,,Aya Sugisaki,Aya Sugisaki,1009,1010,1,1,1
209,3,15,"New Year, First Dream",New Year's Dream,南小鳥,南小鳥,1014,1015,3,2,1
210,5,15,Good Luck This Year!,365 Happy Days,星空凜,星空凜,1019,1020,3,1,1
211,7,15,New Year Lucky Charm,Lucky New Year!,東條希,東條希,1024,1025,3,1,1
212,9,15,Temp Shrine Maiden,Happiest Girl,矢澤妮可,矢澤妮可,1029,1030,3,3,1
213,4,15,Happy New Year,Yearly Greetings,園田海未,園田海未,1034,1035,4,2,1
214,41,385,,,Shun Kurosaki,Shun Kurosaki,1039,1040,1,2,1
215,9,151,Homemade New Year's Food,New Year's Treat,矢澤妮可,矢澤妮可,1044,1045,3,1,1
216,6,173,Princess on the Ice,A Princess on Ice,西木野真姬,西木野真姬,1049,1049,3,3,1
217,4,174,,,園田海未,園田海未,1053,1053,4,3,1
218,57,385,,,Himeno Ayanokoji,Himeno Ayanokoji,1057,1058,1,3,1
219,2,16,Secret New Year's Gift,Secret Gift,絢瀨繪里,絢瀨繪里,1062,1063,3,3,1
220,6,16,Once a Year Outfit,Finest Once a Year,西木野真姬,西木野真姬,1067,1068,3,2,1
221,8,16,Mochi Is Rice Too,Mochi is Rice Too,小泉花陽,小泉花陽,1072,1073,3,1,1
222,1,16,Happy New Year!,Happy New Year,高坂穗乃果,高坂穗乃果,1077,1078,4,3,1
223,43,385,,,Tsurugi Kadota,Tsurugi Kadota,1082,1083,1,1,1
224,7,151,Full of Wishes,With All My Wishes,東條希,東條希,1087,1088,3,3,1
225,5,169,,,星空凜,星空凜,1092,1092,2,1,1
226,1,134,,,高坂穗乃果,高坂穗乃果,1096,1096,3,1,1
227,2,134,,,絢瀨繪里,絢瀨繪里,1100,1100,3,3,1
228,3,134,,,南小鳥,南小鳥,1104,1104,3,2,1
229,4,134,,,園田海未,園田海未,1108,1108,3,3,1
230,5,134,,,星空凜,星空凜,1112,1112,3,1,1
231,6,134,,,西木野真姬,西木野真姬,1116,1116,3,3,1
232,7,134,,,東條希,東條希,1120,1120,3,2,1
233,8,134,,,小泉花陽,小泉花陽,1124,1124,3,2,1
234,9,134,,,矢澤妮可,矢澤妮可,1128,1128,3,1,1
235,1,135,,,高坂穗乃果,高坂穗乃果,1132,1132,3,1,1
236,2,135,,,絢瀨繪里,絢瀨繪里,1136,1136,3,3,1
237,3,135,,,南小鳥,南小鳥,1140,1140,3,2,1
238,4,135,,,園田海未,園田海未,1144,1144,3,3,1
239,5,135,,,星空凜,星空凜,1148,1148,3,1,1
240,6,135,,,西木野真姬,西木野真姬,1152,1152,3,3,1
241,7,135,,,東條希,東條希,1156,1156,3,2,1
242,8,135,,,小泉花陽,小泉花陽,1160,1160,3,2,1
243,9,135,,,矢澤妮可,矢澤妮可,1164,1164,3,1,1
244,23,378,,,Reine Saeki,Reine Saeki,1168,1169,1,2,1
245,1,17,So Many Animals!,Lots o' Animals,高坂穗乃果,高坂穗乃果,1173,1174,3,1,1
246,4,17,Hidden Feelings,Secret Desire,園田海未,園田海未,1178,1179,3,1,1
247,5,17,Rin’s Secret,Rin's Secret,星空凜,星空凜,1183,1184,3,3,1
248,8,17,Nervous Valentine,Romantic Valentine,小泉花陽,小泉花陽,1188,1189,3,2,1
249,9,17,Extra Rare Chocolate,Special Chocolate,矢澤妮可,矢澤妮可,1193,1194,4,3,1
250,3,175,,,南小鳥,南小鳥,1198,1198,4,2,1
251,36,378,,,Nagi Shiraki,Nagi Shiraki,1202,1203,1,3,1
252,5,151,Winter Memories ♪,Winter Memories,星空凜,星空凜,1207,1208,3,2,1
253,65,399,,,Jennifer,Jennifer,1212,1213,1,2,1
254,2,18,One Chocolate Morsel,A Piece of Chocolate,絢瀨繪里,絢瀨繪里,1217,1218,3,2,1
255,3,18,Melts in Your Mouth Sweets,Sweet and Smooth,南小鳥,南小鳥,1222,1223,3,3,1
256,7,18,Happy Valentine’s,Happy Valentine,東條希,東條希,1227,1228,3,1,1
257,6,18,Maki’s Secret Job,Maki's Secret,西木野真姬,西木野真姬,1232,1233,4,2,1
258,49,392,,,Hitomi Shiga,Hitomi Shiga,1237,1238,1,1,1
259,6,151,In With the Ogres,More Luck for Me!,西木野真姬,西木野真姬,1242,1243,3,1,1
260,12,371,,,Coco Miyashita,Coco Miyashita,1247,1248,1,1,1
261,1,19,Power of the Sun ☆,Sunny Power,高坂穗乃果,高坂穗乃果,1252,1253,3,3,1
262,2,19,Otonokizaka’s Big Sis,Girl of Otonokizaka,絢瀨繪里,絢瀨繪里,1257,1258,3,1,1
263,4,19,Time to Thaw Out,Snow Melt Season,園田海未,園田海未,1262,1263,3,3,1
264,7,19,A New Wind,Fresh Wind,東條希,東條希,1267,1268,3,2,1
265,8,19,Hanayo's Spring Outfit ♪,My Spring Looks,小泉花陽,小泉花陽,1272,1273,4,1,1
266,33,378,,,Ru Tatara,Ru Tatara,1277,1278,1,3,1
267,9,152,What Girls Like,What a Girl Likes,矢澤妮可,矢澤妮可,1282,1283,3,2,1
268,22,371,,,Yuri Mido,Yuri Mido,1287,1288,1,2,1
269,3,20,Kotori's Pillow,Kotori's Pillow,南小鳥,南小鳥,1292,1293,3,1,1
270,6,20,Desire to Grow,Growing Love,西木野真姬,西木野真姬,1297,1298,3,2,1
271,9,20,Challenger Nico,Nico the Challenger,矢澤妮可,矢澤妮可,1302,1303,3,3,1
272,5,20,Let’s Go Play!,Let's Go Out!,星空凜,星空凜,1307,1308,4,2,1
273,42,385,,,Fumi Shitara,Fumi Shitara,1312,1313,1,1,1
274,3,152,Beautiful Kotori,Pretty Bird,南小鳥,南小鳥,1317,1318,3,3,1
275,5,132,,,星空凜,星空凜,1322,1322,3,1,1
276,8,132,,,小泉花陽,小泉花陽,1326,1326,3,2,1
277,37,364,,,Yumi Fujishiro,Yumi Fujishiro,1330,1331,1,2,1
278,1,21,I’m Just So Happy!,I'm Happy!,高坂穗乃果,高坂穗乃果,1335,1336,3,2,1
279,3,21,So Much Sweetness ☆,Juicy Fruity,南小鳥,南小鳥,1340,1341,3,2,1
280,5,21,Sweet Ramen,Sweet Ramen,星空凜,星空凜,1345,1346,3,1,1
281,8,21,Leave it to Me!,Leave it to Me!,小泉花陽,小泉花陽,1350,1351,3,3,1
282,2,21,Alisa's With Me!,With Alisa!,絢瀨繪里,絢瀨繪里,1355,1356,4,1,1
283,47,392,,,Mikoto Fukuhara,Mikoto Fukuhara,1360,1361,1,2,1
284,6,152,Under the Cherry Tree,Cherry Blossoms,西木野真姬,西木野真姬,1365,1366,3,3,1
285,27,364,,,Seira Kujo,Seira Kujo,1370,1371,1,3,1
286,1,196,,,高坂穗乃果,高坂穗乃果,1375,1376,2,1,1
287,2,196,,,絢瀨繪里,絢瀨繪里,1380,1381,2,3,1
288,3,196,,,南小鳥,南小鳥,1385,1386,2,2,1
289,4,196,,,園田海未,園田海未,1390,1391,2,3,1
290,5,196,,,星空凜,星空凜,1395,1396,2,1,1
291,6,196,,,西木野真姬,西木野真姬,1400,1401,2,3,1
292,7,196,,,東條希,東條希,1405,1406,2,2,1
293,8,196,,,小泉花陽,小泉花陽,1410,1411,2,2,1
294,9,196,,,矢澤妮可,矢澤妮可,1415,1416,2,1,1
295,6,22,Fruit Girl,Fruity Girl,西木野真姬,西木野真姬,1420,1421,3,1,1
296,7,22,Nature’s Bounty ♪,Natural Goodness,東條希,東條希,1425,1426,3,3,1
297,9,22,Sweet Treat Idol,Sweet Idol,矢澤妮可,矢澤妮可,1430,1431,3,2,1
298,4,22,The Power of Sweets,Desserts Rule,園田海未,園田海未,1435,1436,4,3,1
299,1,136,,,高坂穗乃果,高坂穗乃果,1440,1440,2,1,1
300,2,136,,,絢瀨繪里,絢瀨繪里,1444,1444,2,3,1
301,3,136,,,南小鳥,南小鳥,1448,1448,2,2,1
302,4,136,,,園田海未,園田海未,1452,1452,2,3,1
303,5,136,,,星空凜,星空凜,1456,1456,2,1,1
304,6,136,,,西木野真姬,西木野真姬,1460,1460,2,3,1
305,7,136,,,東條希,東條希,1464,1464,2,2,1
306,8,136,,,小泉花陽,小泉花陽,1468,1468,2,2,1
307,9,136,,,矢澤妮可,矢澤妮可,1472,1472,2,1,1
308,67,399,,,Leo,Leo,1476,1477,1,3,1
309,8,152,Rice and Miso Soup,Rice and Miso Soup,小泉花陽,小泉花陽,1481,1482,3,2,1
310,60,385,,,Koyuki Shirase,Koyuki Shirase,1486,1487,1,1,1
311,4,23,Umi’s Repayment,Umi Returns the Favor,園田海未,園田海未,1491,1492,3,1,1
312,5,23,The Magic Lamp,Magic Lamp,星空凜,星空凜,1496,1497,3,3,1
313,6,23,Woken by a Kiss,Awakening Kiss,西木野真姬,西木野真姬,1501,1502,3,3,1
314,7,23,The Maid in the Tower,Let Your Hair Down,東條希,東條希,1506,1507,3,2,1
315,3,23,The Little Princess,Little Princess,南小鳥,南小鳥,1511,1512,4,1,1
316,56,399,,,Rebecca,Rebecca,1516,1517,1,2,1
317,4,152,The Brave Maiden,Brave Maiden,園田海未,園田海未,1521,1522,3,2,1
318,61,385,,,Ryo Aikawa,Ryo Aikawa,1526,1527,1,2,1
319,1,24,Melted Cheese ♪,Melty Cheese,高坂穗乃果,高坂穗乃果,1531,1532,3,3,1
320,2,24,If the Spell Breaks,Enchanted Forever,絢瀨繪里,絢瀨繪里,1536,1537,3,2,1
321,9,24,"Don’t Eat This, Okay?",Please Don't Eat Me,矢澤妮可,矢澤妮可,1541,1542,3,1,1
322,8,24,Itty Bitty Rice Ball!,Tiny Rice Balls!,小泉花陽,小泉花陽,1546,1547,4,2,1
323,50,392,,,Akira Kizaki,Akira Kizaki,1551,1552,1,3,1
324,1,152,Take It Easy!,Let's Take It Slow!,高坂穗乃果,高坂穗乃果,1556,1557,3,1,1
325,55,399,,,Rakshata,Rakshata,1561,1562,1,3,1
326,4,25,Cuddly Pose,Pose with You,園田海未,園田海未,1566,1567,3,2,1
327,5,25,Like a Grownup ♪,All Grown Up?,星空凜,星空凜,1571,1572,3,2,1
328,7,25,Bridal Fantasy,Bridal Dreams,東條希,東條希,1576,1577,3,1,1
329,9,25,Famous Model Nico ♪,Nico on the Runway,矢澤妮可,矢澤妮可,1581,1582,3,3,1
330,2,25,Simple Dress,Simple Dress?,絢瀨繪里,絢瀨繪里,1586,1587,4,3,1
331,58,392,,,Sakura Kurobane,Sakura Kurobane,1591,1592,1,2,1
332,5,152,A Big Puddle,Making Ripples,星空凜,星空凜,1596,1597,3,1,1
333,1,137,,,高坂穗乃果,高坂穗乃果,1601,1601,4,1,1
334,18,371,,,Christina,Christina,1605,1606,1,1,1
335,3,26,Kotori Designs,Kotori Design,南小鳥,南小鳥,1610,1611,3,3,1
336,6,26,Attending the Party ♪,Come to the Party,西木野真姬,西木野真姬,1615,1616,3,2,1
337,8,26,My First Dress,My First Dress,小泉花陽,小泉花陽,1620,1621,3,1,1
338,1,26,Until That Day Comes,Until That Day...,高坂穗乃果,高坂穗乃果,1625,1626,4,1,1
