_id,_name,_detailText,_trigger,_triggerValue,_probability,_effectiveMilliSecs,_subTarget,_targetGroupId,_targetSchoolGrade,_effectType,_effectiveValues,_masterReleaseLabelId
10040003,Dignified,每達成 {0} PERFECT 你獲得，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
10040004,Harsh Practice,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 μ's 節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,100,0,4,"111,113,115",1
10040005,Loosening Up,每達成 {0} 節奏圖示，就有 {1}% 機率<br>判定時間 為 PERFECT 擴大 透過 {3} 等級 持續 {2} 秒.,1,"21,20,20","28000,28000,28000","4000,4000,4000",0,0,0,5,"1,1,1",1
10040006,Ideal Smile,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 恢復 {3} 體力.,1,"23,22,21","28000,28000,28000",,0,0,0,6,"1,1,1",1
10040007,Goodnight Greeting,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
10040008,Hiker's Call,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
10040009,Crisp 於 White,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
10040010,Focused Mind,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"21,20,20,20,19","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"115,117,119,121,123",1
10040011,Love's Bind,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
10040012,Lucky White Rabbit,Has {1}% 機率 的 恢復<br>{3} 體力 every {0}s.,4,"9000,8900,8800,8700,8600","54000,54200,54400,54600,54800",,0,0,0,6,"2,2,2,2,3",1
10040013,To Enlightenment,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"29,28,28,28,27,27,27,26,26","39000,39000,39000,39000,39000,39000,39000,39000,39000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"112,114,116,118,120,122,124,126,128",1
10040014,Unified Feelings,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"20,19,19,19,18,18,18,17,17","31000,31000,31000,31000,31000,31000,31000,31000,31000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"113,115,117,119,121,123,125,127,129",1
10050001,Athletic,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
10050002,Always Be Cheerful,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 分數 gained 來自 PERFECT being 提升 透過 {3} 持續 {2} 秒.,1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
10050003,Joyful Jump!,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
10050004,Good 至 Go,每達成 {0} PERFECT 你獲得，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,3,"25,24,24","39000,39000,39000","2000,2000,2000",0,0,0,4,"124,126,128",1
10050005,Rooftop Practice,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
10050006,Counting on Mew!,每達成 {0} 節奏圖示，就有 {1}% 機率<br>判定時間 為 PERFECT 擴大 透過 {3} 等級 持續 {2} 秒.,1,"23,22,22","30000,30000,30000","4000,4000,4000",0,0,0,5,"1,1,1",1
10050007,Getting Ready 至 Rest,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
10050008,Let's Go Hiking!,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 μ's 節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"24,23,23","32000,32000,32000","2000,2000,2000",0,100,0,4,"112,114,116",1
10050009,Race Against Time,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 恢復 {3} 體力.,1,"21,20,19","26000,26000,26000",,0,0,0,6,"1,1,1",1
10050010,μ's Was Here,Every time 你獲得 {0} combo，there is {1}% 機率<br>判定時間 為 PERFECT 擴大 透過 {3} 等級 持續 {2} 秒.,2,"25,24,24,24,23","43000,43000,43000,43000,43000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
10050011,Check Out 凜!,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"25,24,24,24,23","33000,33000,33000,33000,33000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
10050012,Fickle Kitten,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"23,22,22,22,21","31000,31000,31000,31000,31000","2500,2500,2500,3000,3000",0,0,0,4,"111,113,115,117,119",1
10050013,Dazzling Rooftop,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 恢復 {3} 體力.,2,"28,27,26,25,24,23,22,21,20","47000,47000,47000,47000,47000,47000,47000,47000,47000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
10050014,My 1st Homemade Chocolate,每達成 {0} PERFECT 你獲得，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,3,"29,28,28,28,27,27,27,26,26","47000,47000,47000,47000,47000,47000,47000,47000,47000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"119,121,123,125,127,129,131,133,135",1
10060001,Hospital Heiress,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
10060002,On High Horse,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
10060003,Hold My Head Up High,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 恢復 {3} 體力.,1,"24,23,22","29000,29000,29000",,0,0,0,6,"1,1,1",1
10060004,Practice Confidently,每達成 {0} PERFECT 你獲得，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,3,"23,22,22","35000,35000,35000","2000,2000,2000",0,0,0,4,"126,128,130",1
10060005,開始 與 Stretching,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"17,16,16","28000,28000,28000","2000,2000,2000",0,0,0,4,"107,109,111",1
10060006,Strong Opinions,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 分數 gained 來自 PERFECT being 提升 透過 {3} 持續 {2} 秒.,1,"23,22,22","31000,31000,31000","2000,2000,2000",1,0,0,4,"111,113,115",1
10060007,Plans 為 Tomorrow,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
10060008,Young Lady’s Jaunt,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
10060009,Land Spiral,每達成 {0} 節奏圖示，就有 {1}% 機率<br>判定時間 為 PERFECT 擴大 透過 {3} 等級 持續 {2} 秒.,1,"20,19,19","27000,27000,27000","4000,4000,4000",0,0,0,5,"1,1,1",1
10060010,After-School Diva,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"24,23,23,23,22","32000,32000,32000,32000,32000","2500,2500,2500,3000,3000",0,0,0,4,"112,114,116,118,120",1
10060011,Secret Exam Room,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
10060012,曜're My 下一步 Target,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"24,23,23,23,22","37000,37000,37000,37000,37000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
10060013,Smartphone Shyness,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"27,26,26,26,25,25,25,24,24","35000,35000,35000,35000,35000,35000,35000,35000,35000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"116,118,120,122,124,126,128,130,132",1
10060014,Fruit Tea,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 恢復 {3} 體力.,1,"21,20,19,18,17,16,15,14,13","26000,26000,26000,26000,26000,26000,26000,26000,26000",,0,0,0,6,"3,3,3,3,4,4,4,4,5",1
10070001,Surprising Strategist,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 恢復 {3} 體力.,2,"17,16,15","29000,29000,29000",,0,0,0,6,"1,1,1",1
10070002,I'll Pull 曜 In!,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 μ's 節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"24,23,23","32000,32000,32000","2000,2000,2000",0,100,0,4,"112,114,116",1
10070003,Nonchalant,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,0,0,4,"111,113,115",1
10070004,Blinding Light,每達成 {0} 節奏圖示，就有 {1}% 機率<br>判定時間 為 PERFECT 擴大 透過 {3} 等級 持續 {2} 秒.,1,"22,21,21","29000,29000,29000","4000,4000,4000",0,0,0,5,"1,1,1",1
10070005,Time 至 Practice!,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 分數 gained 來自 PERFECT being 提升 透過 {3} 持續 {2} 秒.,1,"24,23,23","32000,32000,32000","2000,2000,2000",1,0,0,4,"112,114,116",1
10070006,Power 的 Fortune-Telling,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 恢復 {3} 體力.,1,"23,22,21","28000,28000,28000",,0,0,0,6,"1,1,1",1
10070007,See 曜 Tomorrow,每達成 {0} PERFECT 你獲得，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
10070008,Good Day 至 Go Out,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
10070009,I'm Gonna Attack!,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"19,18,18","30000,30000,30000","2000,2000,2000",0,0,0,4,"111,113,115",1
10070010,Spiritual Power,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"21,20,20,20,19","29000,29000,29000,29000,29000","2500,2500,2500,3000,3000",0,0,0,4,"108,110,112,114,116",1
10070011,Cards 的 Destiny,Every time 你獲得 {0} combo，there is {1}% 機率<br>判定時間 為 PERFECT 擴大 透過 {3} 等級 持續 {2} 秒.,2,"21,20,20,20,19","35000,35000,35000,35000,35000","4500,4500,4500,5000,5000",0,0,0,5,"1,1,1,1,2",1
10070012,Faking Sleep,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"24,23,23,23,22","37000,37000,37000,37000,37000","2500,2500,2500,3000,3000",0,0,0,4,"114,116,118,120,122",1
10070013,Rain 的 Light,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"27,26,26,26,25,25,25,24,24","35000,35000,35000,35000,35000,35000,35000,35000,35000","3000,3000,3000,3500,3500,3500,4000,4000,4000",0,0,0,4,"116,118,120,122,124,126,128,130,132",1
10070014,Surprise Wish!,每達成 {0} 節奏圖示，就有 {1}% 機率<br>判定時間 為 PERFECT 擴大 透過 {3} 等級 持續 {2} 秒.,1,"24,23,23,23,22,22,22,21,21","31000,31000,31000,31000,31000,31000,31000,31000,31000","5000,5000,5000,5500,5500,5500,6000,6000,6000",0,0,0,5,"1,1,1,1,2,2,2,2,2",1
10080001,White Rice Fanatic,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 μ's 節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"23,22,22","31000,31000,31000","2000,2000,2000",0,100,0,4,"111,113,115",1
10080002,Not So Confident...,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
10080003,Admiration 的 Idols,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"18,17,17","29000,29000,29000","2000,2000,2000",0,0,0,4,"109,111,113",1
10080004,I'll Give It My All!,每達成 {0} 節奏圖示，就有 {1}% 機率<br>判定時間 為 PERFECT 擴大 透過 {3} 等級 持續 {2} 秒.,1,"23,22,22","30000,30000,30000","4000,4000,4000",0,0,0,5,"1,1,1",1
10080005,I Want 至 Improve,每達成 {0} PERFECT 你獲得，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,3,"24,23,23","37000,37000,37000","2000,2000,2000",0,0,0,4,"125,127,129",1
10080006,Shy 的 Strangers,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,1,"22,21,21","30000,30000,30000","2000,2000,2000",0,0,0,4,"110,112,114",1
10080007,Lonely 透過 Myself,Every time 你獲得 {0} combo，there is {1}% 機率<br>的 你的節奏圖示 分數 being 提升 透過 {3} 持續 {2} 秒.,2,"20,19,19","31000,31000,31000","2000,2000,2000",0,0,0,4,"113,115,117",1
10080008,Excited 至 Go Out!,每達成 {0} 節奏圖示，就有 {1}% 機率<br>的 恢復 {3} 體力.,1,"21,20,19","26000,26000,26000",,0,0,0,6,"1,1,1",1
