_id,_name,_category,_detailText,_priority,_spriteName,_masterReleaseLabelId
4293000030,稱號：千歌粉絲,4293,獻給喜愛千歌的人！,30,title_s_0000_00000_0030,1
4293000031,稱號：梨子粉絲,4293,獻給喜愛梨子的人！,31,title_s_0000_00000_0031,1
4293000032,稱號：果南粉絲,4293,獻給喜愛果南的人！,32,title_s_0000_00000_0032,1
4293000033,稱號：黛雅粉絲,4293,獻給喜愛黛雅的人！,33,title_s_0000_00000_0033,1
4293000034,稱號：曜粉絲,4293,獻給喜愛曜的人！,34,title_s_0000_00000_0034,1
4293000035,稱號：善子粉絲,4293,獻給喜愛善子的人！,35,title_s_0000_00000_0035,1
4293000036,稱號：花丸粉絲,4293,獻給喜愛花丸的人！,36,title_s_0000_00000_0036,1
4293000037,稱號：鞠莉粉絲,4293,獻給喜愛鞠莉的人！,37,title_s_0000_00000_0037,1
4293000038,稱號：露比粉絲,4293,獻給喜愛露比的人！,38,title_s_0000_00000_0038,1
4293000039,稱號：CYaRon!,4293,獻給CYaRon支持者的稱號。,39,title_s_0000_00000_0039,1
4293000040,稱號：AZALEA,4293,獻給AZALEA支持者的稱號。,40,title_s_0000_00000_0040,1
4293000041,稱號：Guilty Kiss,4293,獻給Guilty Kiss支持者的稱號。,41,title_s_0000_00000_0041,1
4293000042,稱號：Step！ZERO至ONE,4293,紀念Aqours' first 演唱會的稱號。,42,title_s_0000_00000_0042,1
4293000043,SIF National Tournament 2017 Finalist,4293,證明的being finalist at SIF National Tournament 2017.,43,title_s_0000_00000_0043,1
4293000044,SIF National Tournament 2017 Third Place,4293,獲得3rd place at SIF National Tournament 2017的證明。,44,title_s_0000_00000_0044,1
4293000045,SIF National Tournament 2017 Second Place,4293,獲得2nd place at SIF National Tournament 2017的證明。,45,title_s_0000_00000_0045,1
4293000046,SIF National Tournament 2017 Champion,4293,獲得SIF National Tournament 2017的證明。,46,title_s_0000_00000_0046,1
4293000047,稱號：SIF 4th 紀念日: μ's,4293,紀念SIF's 4th anniversary的稱號。,47,title_s_0000_00000_0047,1
4293000048,稱號：SIF 4th 紀念日: Aqours,4293,紀念SIF's 4th anniversary的稱號。,48,title_s_0000_00000_0048,1
4293000049,稱號：SIF 4th 紀念日,4293,紀念SIF's 4th anniversary的稱號。,49,title_s_0000_00000_0049,1
4293000050,SIF Thanksgiving 2017,4293,紀念SIF Thanksgiving 2017的稱號。,50,title_s_0000_00000_0050,1
4293000051,稱號：快樂派對列車 TOUR,4293,紀念Aqours' second 演唱會的稱號。,51,title_s_0000_00000_0051,1
4293000052,稱號：快樂派對列車 TOUR: NAGOYA,4293,紀念Aqours' second 演唱會的稱號。,52,title_s_0000_00000_0052,1
4293000053,稱號：快樂派對列車 TOUR: KOBE,4293,紀念Aqours' second 演唱會的稱號。,53,title_s_0000_00000_0053,1
4293000054,稱號：快樂派對列車 TOUR: SAITAMA,4293,紀念Aqours' second 演唱會的稱號。,54,title_s_0000_00000_0054,1
4293000055,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting的特別稱號。,55,title_s_0000_00000_0055,1
4293000056,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting: Osaka,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Osaka的稱號。,56,title_s_0000_00000_0056,1
4293000057,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting: Sapporo,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Sapporo的稱號。,57,title_s_0000_00000_0057,1
4293000058,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting: Numazu,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Numazu的稱號。,58,title_s_0000_00000_0058,1
4293000059,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting: Fukuoka,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Fukuoka的稱號。,59,title_s_0000_00000_0059,1
4293000060,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting: Nagoya,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Nagoya的稱號。,60,title_s_0000_00000_0060,1
4293000061,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting: Chiba,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Chiba的稱號。,61,title_s_0000_00000_0061,1
4293000062,稱號：SIF AC1 1st 紀念日,4293,紀念SIF AC's 1st anniversary的稱號。,62,title_s_0000_00000_0062,1
4293000063,稱號：Mito Sea x SIF,4293,special 稱號 commemorating Izu-Mito Sea Paradise & SIF collaboration.,63,title_s_0000_00000_0063,1
4293000064,稱號：I Went至Mito Sea!,4293,去過Izu-Mito Sea Paradise的證明！,64,title_s_0000_00000_0064,1
4293000065,3rd Walking Rally: Walrus,4293,完成3rd Walking Rally第1章的證明。,65,title_s_0000_00000_0065,1
4293000066,3rd Walking Rally: Dolphin Monument,4293,完成3rd Walking Rally第4章的證明。,66,title_s_0000_00000_0066,1
4293000067,3rd Walking Rally: Uchichi Cookie,4293,完成3rd Walking Rally第7章的證明。,67,title_s_0000_00000_0067,1
4293000068,稱號：SIF AC 1st 紀念日: 穗乃果,4293,special 穗乃果 稱號至commemorate SIF AC 1st anniversary.,68,title_s_0000_00000_0068,1
4293000069,稱號：SIF AC 1st 紀念日: 繪里,4293,special 繪里 稱號至commemorate SIF AC 1st anniversary.,69,title_s_0000_00000_0069,1
4293000070,稱號：SIF AC 1st 紀念日: 小鳥,4293,special 小鳥 稱號至commemorate SIF AC 1st anniversary.,70,title_s_0000_00000_0070,1
4293000071,稱號：SIF AC 1st 紀念日: 海未,4293,special 海未 稱號至commemorate SIF AC 1st anniversary.,71,title_s_0000_00000_0071,1
4293000072,稱號：SIF AC 1st 紀念日: 凜,4293,special 凜 稱號至commemorate SIF AC 1st anniversary.,72,title_s_0000_00000_0072,1
4293000073,稱號：SIF AC 1st 紀念日: 真姬,4293,special 真姬 稱號至commemorate SIF AC 1st anniversary.,73,title_s_0000_00000_0073,1
4293000074,稱號：SIF AC 1st 紀念日: 希,4293,special 希 稱號至commemorate SIF AC 1st anniversary.,74,title_s_0000_00000_0074,1
4293000075,稱號：SIF AC 1st 紀念日: 花陽,4293,special 花陽 稱號至commemorate SIF AC 1st anniversary.,75,title_s_0000_00000_0075,1
4293000076,稱號：SIF AC 1st 紀念日: 妮可,4293,special 妮可 稱號至commemorate SIF AC 1st anniversary.,76,title_s_0000_00000_0076,1
4293000077,Happy 生日，穗乃果!,4293,8月3日是高坂穗乃果的生日。♪,77,title_s_0000_00000_0077,1
4293000078,Happy 生日，繪里!,4293,10月 21st is 絢瀨繪里's birthday。♪,78,title_s_0000_00000_0078,1
4293000079,Happy 生日，小鳥!,4293,9月 12th is 南小鳥's birthday。♪,79,title_s_0000_00000_0079,1
4293000080,Happy 生日，海未!,4293,3月 15th is 園田海未's birthday。♪,80,title_s_0000_00000_0080,1
4293000081,Happy 生日，凜!,4293,11月 1st is 星空凜's birthday。♪,81,title_s_0000_00000_0081,1
4293000082,Happy 生日，真姬!,4293,4月 19th is 西木野真姬's birthday。♪,82,title_s_0000_00000_0082,1
4293000083,Happy 生日，希!,4293,6月 9th is 東條希's birthday。♪,83,title_s_0000_00000_0083,1
4293000084,Happy 生日，花陽!,4293,1月 17th is 小泉花陽's birthday。♪,84,title_s_0000_00000_0084,1
4293000085,Happy 生日，妮可!,4293,7月 22nd is 矢澤妮可's birthday。♪,85,title_s_0000_00000_0085,1
4293000086,Happy 生日，千歌!,4293,8月 1st is 高海千歌's birthday。♪,86,title_s_0000_00000_0086,1
4293000087,Happy 生日，梨子!,4293,9月 19th is 櫻內梨子's birthday。♪,87,title_s_0000_00000_0087,1
4293000088,Happy 生日，果南!,4293,2月 10th is 松浦果南's birthday。♪,88,title_s_0000_00000_0088,1
4293000089,Happy 生日，黛雅!,4293,1月 1st is 黑澤黛雅's birthday。♪,89,title_s_0000_00000_0089,1
4293000090,Happy 生日，曜!,4293,4月 17th is 渡邊曜's birthday。♪,90,title_s_0000_00000_0090,1
4293000091,Happy 生日，善子!,4293,7月 13th is 津島善子's birthday。♪,91,title_s_0000_00000_0091,1
4293000092,Happy 生日，花丸!,4293,3月 4th is 國木田花丸's birthday。♪,92,title_s_0000_00000_0092,1
4293000093,Happy 生日，鞠莉!,4293,6月 13th is 小原鞠莉's birthday。♪,93,title_s_0000_00000_0093,1
4293000094,Happy 生日，露比!,4293,9月 21st 黑澤露比's birthday。♪,94,title_s_0000_00000_0094,1
4293000095,稱號：Interested於穗乃果,4293,稱號為people who are interested於穗乃果.,95,title_s_0000_00000_0095,1
4293000096,稱號：Interested於繪里,4293,稱號為people who are interested於繪里.,96,title_s_0000_00000_0096,1
4293000097,稱號：Interested於小鳥,4293,稱號為people who are interested於小鳥.,97,title_s_0000_00000_0097,1
4293000098,稱號：Interested於海未,4293,稱號為people who are interested於海未.,98,title_s_0000_00000_0098,1
4293000099,稱號：Interested於凜,4293,稱號為people who are interested於凜.,99,title_s_0000_00000_0099,1
4293000100,稱號：Interested於真姬,4293,稱號為people who are interested於真姬.,100,title_s_0000_00000_0100,1
4293000101,稱號：Interested於希,4293,稱號為people who are interested於希.,101,title_s_0000_00000_0101,1
4293000102,稱號：Interested於花陽,4293,稱號為people who are interested於花陽.,102,title_s_0000_00000_0102,1
4293000103,稱號：Interested於妮可,4293,稱號為people who are interested於妮可.,103,title_s_0000_00000_0103,1
4293000104,稱號：Interested於千歌,4293,稱號為people who are interested於千歌.,104,title_s_0000_00000_0104,1
4293000105,稱號：Interested於梨子,4293,稱號為people who are interested於梨子.,105,title_s_0000_00000_0105,1
4293000106,稱號：Interested於果南,4293,稱號為people who are interested於果南.,106,title_s_0000_00000_0106,1
4293000107,稱號：Interested於黛雅,4293,稱號為people who are interested於黛雅.,107,title_s_0000_00000_0107,1
4293000108,稱號：Interested於曜,4293,稱號為people who are interested於曜.,108,title_s_0000_00000_0108,1
4293000109,稱號：Interested於善子,4293,稱號為people who are interested於善子.,109,title_s_0000_00000_0109,1
4293000110,稱號：Interested於花丸,4293,稱號為people who are interested於花丸.,110,title_s_0000_00000_0110,1
4293000111,稱號：Interested於鞠莉,4293,稱號為people who are interested於鞠莉.,111,title_s_0000_00000_0111,1
4293000112,稱號：Interested於露比,4293,稱號為people who are interested於露比.,112,title_s_0000_00000_0112,1
4293000113,稱號：Hardcore 穗乃果粉絲,4293,稱號 proving one's love為穗乃果， leader的μ's，who shines as brightly as sun.,113,title_s_0000_00000_0113,1
4293000114,稱號：Hardcore 繪里粉絲,4293,稱號 proving one's love為繪里， cute與clever 學生會長的音乃木坂學院.,114,title_s_0000_00000_0114,1
4293000115,稱號：Hardcore 小鳥粉絲,4293,稱號 proving one's love為小鳥， cake-loving girl於付費的μ's' costumes.,115,title_s_0000_00000_0115,1
4293000116,稱號：Hardcore 海未粉絲,4293,稱號 proving one's love為海未， most graceful，smart，與 athletic 成員的μ's.,116,title_s_0000_00000_0116,1
4293000117,稱號：Hardcore 凜粉絲,4293,稱號 proving one's love為凜，who's awesome at sports與always full的energy.,117,title_s_0000_00000_0117,1
4293000118,稱號：Hardcore 真姬粉絲,4293,稱號 proving one's love為真姬， hot-與-cold rich girl composer為μ's.,118,title_s_0000_00000_0118,1
4293000119,稱號：Hardcore 希粉絲,4293,稱號 proving one's love為希， mysterious girl與knack為fortune-telling.,119,title_s_0000_00000_0119,1
4293000120,稱號：Hardcore 花陽粉絲,4293,稱號 proving one's love為花陽， shy girl mad為rice與idols.,120,title_s_0000_00000_0120,1
4293000121,稱號：Hardcore 妮可粉絲,4293,稱號 proving one's love為妮可， family-oriented idol club president.,121,title_s_0000_00000_0121,1
4293000122,稱號：Hardcore 千歌粉絲,4293,稱號 proving one's love為千歌， leader的Aqours與youngest sister at ryokan.,122,title_s_0000_00000_0122,1
4293000123,稱號：Hardcore 梨子粉絲,4293,稱號 proving one's love為梨子， piano virtuoso who transferred來自Tokyo.,123,title_s_0000_00000_0123,1
4293000124,稱號：Hardcore 果南粉絲,4293,稱號 proving one's love為果南， sea-loving diver who's much like older sister至everyone.,124,title_s_0000_00000_0124,1
4293000125,稱號：Hardcore 黛雅粉絲,4293,稱號 proving one's love為黛雅， earnest，traditional Japanese 學生 Council President的浦之星女學院.,125,title_s_0000_00000_0125,1
4293000126,稱號：Hardcore 曜粉絲,4293,稱號 proving one's love為曜， high dive ace who dreams的becoming ship's captain.,126,title_s_0000_00000_0126,1
4293000127,稱號：Hardcore 善子粉絲,4293,稱號 proving one's love為善子， aloof fallen angel cursed與demonic bad luck.,127,title_s_0000_00000_0127,1
4293000128,稱號：Hardcore 花丸粉絲,4293,稱號 proving one's love為花丸， gentle library assistant.,128,title_s_0000_00000_0128,1
4293000129,稱號：Hardcore 鞠莉粉絲,4293,稱號 proving one's love為鞠莉， fearless shiny girl.,129,title_s_0000_00000_0129,1
4293000130,稱號：Hardcore 露比粉絲,4293,稱號 proving one's love為露比， shy girl who loves her older sister.,130,title_s_0000_00000_0130,1
4293000131,稱號：μ's粉絲,4293,獻給喜愛μ's的人！,131,title_s_0000_00000_0131,1
4293000132,稱號：Hardcore μ's粉絲,4293,稱號為people who love μ's more than anything!,132,title_s_0000_00000_0132,1
4293000133,稱號：音乃木坂學院 Idol Study Club,4293,證明的成員hip於音乃木坂學院 idol study club.,133,title_s_0000_00000_0133,1
4293000134,稱號：Aqours粉絲,4293,獻給喜愛Aqours的人！,134,title_s_0000_00000_0134,1
4293000135,稱號：Hardcore Aqours粉絲,4293,稱號為people who love Aqours more than anything!,135,title_s_0000_00000_0135,1
4293000136,稱號：浦之星女學院 學園偶像 Club,4293,證明的成員hip於浦之星女學院 學園偶像 club.,136,title_s_0000_00000_0136,1
4293000137,稱號：Give It Your Best!,4293,few words來自穗乃果！Part 1,137,title_s_0000_00000_0137,1
4293000138,稱號：Harasho!,4293,few words來自繪里！Part 1,138,title_s_0000_00000_0138,1
4293000139,稱號：Chun Chun♪,4293,few words來自小鳥！Part 1,139,title_s_0000_00000_0139,1
4293000140,稱號：Fire My Love Arrow!,4293,few words來自海未！Part 1,140,title_s_0000_00000_0140,1
4293000141,稱號：Nya Nya Nya~,4293,few words來自凜！Part 1,141,title_s_0000_00000_0141,1
4293000142,稱號：What？Whatever!,4293,few words來自真姬！Part 1,142,title_s_0000_00000_0142,1
4293000143,稱號：So Spiritual!,4293,few words來自希！Part 1,143,title_s_0000_00000_0143,1
4293000144,稱號：Someone Save Me...,4293,few words來自花陽！Part 1,144,title_s_0000_00000_0144,1
4293000145,稱號：妮可-妮可 Niii!,4293,few words來自妮可！Part 1,145,title_s_0000_00000_0145,1
4293000146,稱號：It's Miracle!,4293,few words來自千歌！Part 1,146,title_s_0000_00000_0146,1
4293000147,稱號：梨子-chan Beam!,4293,few words來自梨子！Part 1,147,title_s_0000_00000_0147,1
4293000148,稱號：Let's Hug♪,4293,few words來自果南！Part 1,148,title_s_0000_00000_0148,1
4293000149,稱號：Bzzzzt!,4293,few words來自黛雅！Part 1,149,title_s_0000_00000_0149,1
4293000150,稱號：Full Speed Ahead！敬禮！,4293,few words來自曜！Part 1,150,title_s_0000_00000_0150,1
4293000151,稱號：Come，小惡魔♪,4293,few words來自善子！Part 1,151,title_s_0000_00000_0151,1
4293000152,稱號：It's Future，Zura!,4293,few words來自花丸！Part 1,152,title_s_0000_00000_0152,1
4293000153,Tite: 閃亮☆,4293,few words來自鞠莉！Part 1,153,title_s_0000_00000_0153,1
4293000154,稱號：I'll Do My Rubesty!,4293,few words來自露比！Part 1,154,title_s_0000_00000_0154,1
4293000903,稱號：SIF National Tournament 2018 Online Qualifier,4293,參加SIF National Tournament 2018 online qualifier的證明。,903,title_s_0000_00000_0903,1
4293000155,稱號：Awashima Marine Park,4293,去過Awashima Marine Park的證明！,155,title_s_0000_00000_0155,1
4293000156,稱號：Escape來自Island Aquarium,4293,紀念Real Escape Game & Love 演唱會！Sunshine!！collaboration的特別稱號。,156,title_s_0000_00000_0156,1
4293000157,4th Walking Rally: Ferry,4293,完成4th Walking Rally第1章的證明。,157,title_s_0000_00000_0157,1
4293000158,4th Walking Rally: Penguin,4293,完成4th Walking Rally第4章的證明。,158,title_s_0000_00000_0158,1
4293000159,4th Walking Rally: Spiny Lobster,4293,完成4th Walking Rally第6章的證明。,159,title_s_0000_00000_0159,1
4293000160,稱號：SIF 5th 紀念日,4293,紀念SIF's 5th anniversary的特別稱號。,160,title_s_0000_00000_0160,1
4293000161,稱號：Hakodate Unit Carnival,4293,紀念Hakodate Unit Carnival的稱號。,161,title_s_0000_00000_0161,1
4293000162,SIF Thanksgiving 2018: Osaka,4293,紀念SIF Thanksgiving 2018於Osaka的稱號。,162,title_s_0000_00000_0162,1
4293000163,SIF Thanksgiving 2018: Numazu,4293,紀念SIF Thanksgiving 2018於Numazu的稱號。,163,title_s_0000_00000_0163,1
4293000164,SIF Thanksgiving 2018: Tokyo,4293,紀念SIF Thanksgiving 2018於Tokyo的稱號。,164,title_s_0000_00000_0164,1
4293000165,稱號：美妙故事: SAITAMA,4293,紀念Aqours' 3rd LIVE show的特別稱號。,165,title_s_0000_00000_0165,1
4293000166,稱號：美妙故事,4293,紀念Aqours' 3rd LIVE show的特別稱號。,166,title_s_0000_00000_0166,1
4293000167,稱號：美妙故事: OSAKA,4293,紀念Aqours' 3rd LIVE show的特別稱號。,167,title_s_0000_00000_0167,1
4293000168,稱號：美妙故事: FUKU確定,4293,紀念Aqours' 3rd LIVE show的特別稱號。,168,title_s_0000_00000_0168,1
4293000169,5th Walking Rally: Aqours 3rd Love 演唱會！Tour,4293,紀念completing 5th Walking Rally missions的稱號。,169,title_s_0000_00000_0169,1
4293000170,SIF National Tournament 2018 Finalist,4293,證明的being finalist at SIF National Tournament 2018.,170,title_s_0000_00000_0170,1
4293000171,SIF National Tournament 2018 Third Place,4293,獲得3rd place at SIF National Tournament 2018的證明。,171,title_s_0000_00000_0171,1
4293000172,SIF National Tournament 2018 Second Place,4293,獲得2nd place at SIF National Tournament 2018的證明。,172,title_s_0000_00000_0172,1
4293000173,SIF National Tournament 2018 Champion,4293,獲得SIF National Tournament 2018的證明。,173,title_s_0000_00000_0173,1
4293000174,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting 2018,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting的特別稱號。,174,title_s_0000_00000_0174,1
4293000175,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting 2018: Asahikawa,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Asahikawa的特別稱號。,175,title_s_0000_00000_0175,1
4293000176,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting 2018: Nagoya,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Nagoya的特別稱號。,176,title_s_0000_00000_0176,1
4293000177,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting 2018: Matsuyama,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Matsuyama的特別稱號。,177,title_s_0000_00000_0177,1
4293000178,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting 2018: Fukuoka,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Fukuoka的特別稱號。,178,title_s_0000_00000_0178,1
4293000179,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting 2018: Sendai,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Sendai的特別稱號。,179,title_s_0000_00000_0179,1
4293000180,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting 2018: Chiba,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Chiba的特別稱號。,180,title_s_0000_00000_0180,1
4293000181,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting 2018: Hiroshima,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Hiroshima的特別稱號。,181,title_s_0000_00000_0181,1
4293000182,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting 2018: Kanazawa,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Kanazawa的特別稱號。,182,title_s_0000_00000_0182,1
4293000183,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting 2018: Numazu,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Numazu的特別稱號。,183,title_s_0000_00000_0183,1
4293000184,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting 2018: Osaka,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Osaka的特別稱號。,184,title_s_0000_00000_0184,1
4293000185,稱號：Aqours Club Activities 演唱會 & 粉絲 Meeting 2018: Tokyo,4293,紀念Aqours Club Activities 演唱會 & 粉絲 Meeting: Tokyo的特別稱號。,185,title_s_0000_00000_0185,1
4293000186,6th Walking Rally: Akiba,4293,紀念completing 6th Walking Rally missions的稱號。,186,title_s_0000_00000_0186,1
4293000187,6th Walking Rally: Homuman,4293,Specialty的Homura， established Japanese sweets 商店與穗乃果's home.,187,title_s_0000_00000_0187,1
4293000188,稱號：Puchiguru Love 演唱會!,4293,稱號至commemorate collaboration與Puchiguru Love 演唱會!,188,title_s_0000_00000_0188,1
4293000189,稱號：Puchiguru Love 演唱會!: 穗乃果,4293,special 穗乃果 稱號至commemorate collaboration與Puchiguru Love 演唱會!,189,title_s_0000_00000_0189,1
4293000190,稱號：Puchiguru Love 演唱會!: 繪里,4293,special 繪里 稱號至commemorate collaboration與Puchiguru Love 演唱會!,190,title_s_0000_00000_0190,1
4293000191,稱號：Puchiguru Love 演唱會!: 小鳥,4293,special 小鳥 稱號至commemorate collaboration與Puchiguru Love 演唱會!,191,title_s_0000_00000_0191,1
4293000192,稱號：Puchiguru Love 演唱會!: 海未,4293,special 海未 稱號至commemorate collaboration與Puchiguru Love 演唱會!,192,title_s_0000_00000_0192,1
4293000193,稱號：Puchiguru Love 演唱會!: 凜,4293,special 凜 稱號至commemorate collaboration與Puchiguru Love 演唱會!,193,title_s_0000_00000_0193,1
4293000194,稱號：Puchiguru Love 演唱會!: 真姬,4293,special 真姬 稱號至commemorate collaboration與Puchiguru Love 演唱會!,194,title_s_0000_00000_0194,1
4293000195,稱號：Puchiguru Love 演唱會!: 希,4293,special 希 稱號至commemorate collaboration與Puchiguru Love 演唱會!,195,title_s_0000_00000_0195,1
4293000196,稱號：Puchiguru Love 演唱會!: 花陽,4293,special 花陽 稱號至commemorate collaboration與Puchiguru Love 演唱會!,196,title_s_0000_00000_0196,1
4293000197,稱號：Puchiguru Love 演唱會!: 妮可,4293,special 妮可 稱號至commemorate collaboration與Puchiguru Love 演唱會!,197,title_s_0000_00000_0197,1
4293000198,稱號：Puchiguru Love 演唱會!: 千歌,4293,special 千歌 稱號至commemorate collaboration與Puchiguru Love 演唱會!,198,title_s_0000_00000_0198,1
4293000199,稱號：Puchiguru Love 演唱會!: 梨子,4293,special 梨子 稱號至commemorate collaboration與Puchiguru Love 演唱會!,199,title_s_0000_00000_0199,1
4293000200,稱號：Puchiguru Love 演唱會!: 果南,4293,special 果南 稱號至commemorate collaboration與Puchiguru Love 演唱會!,200,title_s_0000_00000_0200,1
4293000201,稱號：Puchiguru Love 演唱會!: 黛雅,4293,special 黛雅 稱號至commemorate collaboration與Puchiguru Love 演唱會!,201,title_s_0000_00000_0201,1
4293000202,稱號：Puchiguru Love 演唱會!: 曜,4293,special 曜 稱號至commemorate collaboration與Puchiguru Love 演唱會!,202,title_s_0000_00000_0202,1
4293000203,稱號：Puchiguru Love 演唱會!: 善子,4293,special 善子 稱號至commemorate collaboration與Puchiguru Love 演唱會!,203,title_s_0000_00000_0203,1
4293000204,稱號：Puchiguru Love 演唱會!: 花丸,4293,special 花丸 稱號至commemorate collaboration與Puchiguru Love 演唱會!,204,title_s_0000_00000_0204,1
4293000205,稱號：Puchiguru Love 演唱會!: 鞠莉,4293,special 鞠莉 稱號至commemorate collaboration與Puchiguru Love 演唱會!,205,title_s_0000_00000_0205,1
4293000206,稱號：Puchiguru Love 演唱會!: 露比,4293,special 露比 稱號至commemorate collaboration與Puchiguru Love 演唱會!,206,title_s_0000_00000_0206,1
